City,State,Population,Gender_Ratio,Tier,Literacy_Rate,Category,Total_Sales,Discount,Assurance_Sales,Holiday_Sales,Summer_Sales,Winter_Sales,Rain_Sales,01-01-2023,01-02-2023,01-03-2023,01-04-2023,01-05-2023,01-06-2023,01-07-2023,01-08-2023,01-09-2023,01-10-2023,01-11-2023,01-12-2023
Chandigarh,Chandigarh,1725818,829,2,9,Audio & Video,7017.18,70,2458,2238.88,3871.894849,1058.878035,2086.40234,156.7,713.97,97.6,2042.95,1653.95,77.4,214.65,206.45,1608.55,56.75,141.84,46.37
Chandigarh,Chandigarh,1725818,829,2,9,Food Products,94.78,29.29,28,52.65,52.29672883,14.30200448,28.18052184,5.78,1.2,20.21,10.07,12.07,9.95,6.3,11.45,9.99,0.43,2.24,5.08
Chandigarh,Chandigarh,1725818,829,2,9,Furniture,3.51,2.08,1,1.89,1.936915882,0.52970387,1.043723031,0.05,0.05,0.53,1.1,0.02,0.28,0.42,0.13,0.06,0.43,0.41,0.03
Chandigarh,Chandigarh,1725818,829,2,9,Home & Kitchen,684.52,50.57,286,374.4,377.6985971,103.2922546,203.5259911,61.27,12.46,139.46,207.24,15.42,15.58,49.15,35.2,88.65,30.53,27.2,2.37
Chandigarh,Chandigarh,1725818,829,2,9,Kids Accessories,10.53,0,5,3.45,5.810747647,1.589111609,3.131169094,0.91,0.18,4.96,0.2,0.31,0.35,0.52,0.86,0.83,0.92,0.4,0.11
Chandigarh,Chandigarh,1725818,829,2,9,Sports,600.27,52.15,314,342,331.2126159,90.57936169,178.4766384,7.9,3.78,72.23,100.49,30.77,127.72,36.23,60.88,74.8,6.56,16.07,62.83
Chandigarh,Chandigarh,1725818,829,2,9,Computers,42.12,11.29,20,21.84,23.24299059,6.356446434,12.52467638,2.4,2.98,4.83,13.98,3.83,0.59,2.23,5.46,0.07,4.77,0.58,0.4
Chandigarh,Chandigarh,1725818,829,2,9,Musical Instruments,344.01,48.62,177,110.74,189.8177565,51.91097921,102.2848571,29.65,15.21,5.88,154.98,24,4.96,2.45,12.18,50.13,37.51,5.23,1.82
Chandigarh,Chandigarh,1725818,829,2,9,Festive Decor & Gifting,849.5,54.78,435,256.52,468.7336436,128.1883364,252.5809736,30.78,3.02,152.55,77.41,105.52,133.26,80.1,88.42,60.5,23.56,21.92,72.46
Chandigarh,Chandigarh,1725818,829,2,9,Health & Personal Care Appliances,2478.3,65.78,1193,1299.04,1367.462613,373.9709319,736.8684601,35.92,42.53,63.34,460.81,423.48,419.83,557.07,50.2,120.51,9.08,123.89,171.63
Chandigarh,Chandigarh,1725818,829,2,9,Pet Supplies,512.51,46.04,286,243.82,282.7897188,77.33676495,152.3835626,2.33,60.67,4.12,161.95,107.47,9.26,62.39,12.68,71.52,5.79,6.64,7.69
Chandigarh,Chandigarh,1725818,829,2,9,Home Furnishing,238.7,36.76,119,97.92,131.71028,36.01986313,70.97316613,17.64,1.51,22.01,5.61,92.35,11.74,27.03,8.72,12.96,22.27,7.64,9.23
Chandigarh,Chandigarh,1725818,829,2,9,Home Decor,108.82,33.53,45,48.67,60.04439236,16.42081996,32.35541397,6.4,9.27,43.49,6.03,8.68,1.84,7.76,1.37,17.49,5.73,0.03,0.72
Chandigarh,Chandigarh,1725818,829,2,9,Home Cleaning & Bathroom Accessories,10.53,1.71,3,5.19,5.810747647,1.589111609,3.131169094,0.61,0.61,1.45,1.38,2.31,0.68,1.28,0.28,1.53,0.04,0.19,0.17
Chandigarh,Chandigarh,1725818,829,2,9,Books,38.61,9.83,12,16.17,21.30607471,5.826742565,11.48095334,1.3,0.37,13.5,0.22,3.4,4.18,1.32,3.28,1.65,5.23,3.87,0.28
Chandigarh,Chandigarh,1725818,829,2,9,Toys and Games,45.63,18.64,20,18.2,25.17990647,6.886150304,13.56839941,3.27,0.13,9.84,1.75,10.99,2.6,3.1,1.43,1.8,7.25,3.2,0.29
Srinagar,Jammu&Kashmir,1755512,888,2,7,Baby Care,1.97,1.57,0.67,0.38,0.960021355,0.915722494,0.09720151,0.07,0.49,0.24,0.13,0.3,0.29,0.02,0,0.04,0.04,0.35,0.01
Srinagar,Jammu&Kashmir,1755512,888,2,7,Health Care,96.67,25.92,52.67,23.29,47.04104638,44.87040218,4.762873974,7.05,17.58,5.88,4.18,4.14,32.83,0.95,1.42,0.53,1.87,16.47,3.77
Srinagar,Jammu&Kashmir,1755512,888,2,7,Kids Accessories,17.76,7.89,11.33,6.5,8.640192193,8.241502442,0.874813587,2.97,2.08,0.5,0.71,3.87,3.55,0.11,0.57,0.01,0.19,2.6,0.6
Srinagar,Jammu&Kashmir,1755512,888,2,7,Pet Supplies,122.32,33.99,80.67,3.61,59.52132399,56.7747946,6.026493599,14.86,14.94,39.57,3.96,12.52,3.47,0.56,0.18,2.45,2.84,21.75,5.23
Srinagar,Jammu&Kashmir,1755512,888,2,7,Furniture,33.54,11.97,16,2.46,16.32036303,15.56728239,1.652425664,1.43,7.73,7.29,0.09,4.64,4.3,0.17,0.73,0.7,0.04,0.31,6.09
Srinagar,Jammu&Kashmir,1755512,888,2,7,Beauty and Grooming,250.56,45.98,139.33,49.52,121.9227121,116.2967567,12.34459173,38.57,22.56,2.25,5.38,5.43,108.85,3.32,8.2,0.66,0.17,10.95,44.21
Srinagar,Jammu&Kashmir,1755512,888,2,7,Home Furnishing,743.8,51.35,442,315.95,361.9280507,345.2273801,36.64496915,50.44,11.2,238.88,72.21,32.26,18.58,18.52,5.13,12.15,0.85,25.11,258.49
Srinagar,Jammu&Kashmir,1755512,888,2,7,Home Cleaning & Bathroom Accessories,122.32,27.76,54,8.96,59.52132399,56.7747946,6.026493599,2.7,23.99,26.33,6.59,10.89,15.71,1.54,0.69,1.32,2.48,16.84,13.24
Srinagar,Jammu&Kashmir,1755512,888,2,7,Exercise & Fitness,98.65,29.99,44,56.3,48.00106774,45.78612468,4.860075483,16.21,5.82,0.33,3.85,12.21,31.61,0.35,1.09,0.82,2.6,16.27,7.48
Srinagar,Jammu&Kashmir,1755512,888,2,7,Home & Kitchen,1065.39,57.18,528.67,408.25,518.4115316,494.4901465,52.48881522,54.02,2.94,245.72,7.45,133.6,131.65,18.87,22.22,6.25,5.15,341.8,95.73
Srinagar,Jammu&Kashmir,1755512,888,2,7,"Kitchen, Cookware & Serveware",53.27,15.91,30.67,13.2,25.92057658,24.72450733,2.624440761,6.73,4.29,1.1,6.37,11,7.45,0.83,0.83,0.05,0.92,8.06,5.64
Srinagar,Jammu&Kashmir,1755512,888,2,7,Home Improvement,165.73,33.44,63.33,66.92,80.6417938,76.92068946,8.164926812,26.64,15.65,21.07,27.93,27.39,4.25,3.24,1.93,0.11,2.88,16.29,18.34
Srinagar,Jammu&Kashmir,1755512,888,2,7,Sports,15.78,2.06,9.33,12.05,7.680170838,7.325779948,0.777612077,1.65,2,2.41,3.52,1.33,0.42,0.13,0.04,0.04,0.57,1.23,2.45
Srinagar,Jammu&Kashmir,1755512,888,2,7,Food Products,824.69,52.96,295.33,273.16,401.2889263,382.7720023,40.63023104,98.81,3.25,56.73,29.88,144.47,170.21,29.59,4.35,3.9,2.79,182.6,98.11
Srinagar,Jammu&Kashmir,1755512,888,2,7,Festive Decor & Gifting,55.24,21.4,33.33,15.52,26.88059793,25.64022982,2.721642271,6.47,0.65,1.32,18.63,6.89,0.05,0.81,0.26,1.43,0.22,8.7,9.82
Srinagar,Jammu&Kashmir,1755512,888,2,7,Audio & Video,151.92,30.15,62.67,1.98,73.92164432,70.510632,7.484516245,11.53,0.52,13.7,2.13,38.82,19.27,2.52,3.04,0.41,1.51,7.21,51.25
Srinagar,Jammu&Kashmir,1755512,888,2,7,Mobiles & Accessories,88.78,25.69,55.33,28.44,43.20096096,41.20751221,4.374067935,0.42,22.5,7.87,28.81,4.55,1.97,0.22,3.14,0.22,0.79,8.8,9.49
Srinagar,Jammu&Kashmir,1755512,888,2,7,Automotive Accessories,436.02,50,201.33,89.08,212.1647194,202.3746711,21.48153364,41.61,29.53,58.25,10.25,91.12,52.54,6.59,9.22,0.46,5.21,57.12,74.12
Srinagar,Jammu&Kashmir,1755512,888,2,7,Footwear,2854.85,69.43,1340.67,2444.74,1389.1509,1325.050448,140.6505845,244.62,682.51,410.4,593.8,298.72,86.23,37.44,56.62,3.77,42.82,200.74,197.17
Srinagar,Jammu&Kashmir,1755512,888,2,7,Jewellery,73,20.08,32,13.5,35.52079013,33.88173226,3.596455858,0.16,13.2,26.59,0.08,0.26,8.58,1.2,0.85,0.93,0.62,2.48,18.04
Srinagar,Jammu&Kashmir,1755512,888,2,7,Home Lighting,5.92,0.29,3.33,0.63,2.880064064,2.747167481,0.291604529,0.51,0.79,0.51,0.27,1.33,0.77,0.08,0.05,0.01,0.15,1.16,0.29
Srinagar,Jammu&Kashmir,1755512,888,2,7,Pens & Stationery,282.13,43.92,154,45.33,137.2830537,130.9483166,13.89981588,18.48,7.73,49.76,24.59,32.44,30.49,5.79,1.49,4.53,2.09,36.89,67.85
Srinagar,Jammu&Kashmir,1755512,888,2,7,Cameras & Accessories,718.15,50.23,266.67,3.24,349.4477731,333.3229877,35.38134952,42.49,50.62,116.38,14.89,192.9,25.28,3.21,5.48,14.44,12.25,90.19,150.03
Srinagar,Jammu&Kashmir,1755512,888,2,7,Musical Instruments,51.3,20.66,31.33,19.96,24.96055522,23.80878483,2.527239251,1.15,2.58,1.39,5.24,18.12,0.22,0.52,0.6,0.14,1.26,19.41,0.67
Srinagar,Jammu&Kashmir,1755512,888,2,7,Computers,181.51,41.12,102.67,51.15,88.32196464,84.24646941,8.94253889,5.1,21.69,14.27,3.98,40.39,29.68,2.35,1.72,3.05,1.81,0.97,56.48
Srinagar,Jammu&Kashmir,1755512,888,2,7,Building Materials and Supplies,43.4,10.94,26,1.17,21.1204698,20.14589486,2.138433213,8.03,3.63,5.84,9.88,4.67,0.74,0.05,0.23,0.74,1.11,2.65,5.84
Srinagar,Jammu&Kashmir,1755512,888,2,7,Books,55.24,19.99,20.67,8.77,26.88059793,25.64022982,2.721642271,7.05,2.04,18.13,1.73,3.04,3.98,0.19,1.57,0.29,0.67,7.19,9.36
Srinagar,Jammu&Kashmir,1755512,888,2,7,Wearable Smart Devices,13.81,5.28,7.33,0.77,6.720149483,6.410057455,0.680410568,2.13,1.23,0.14,1.74,1.93,2.91,0.31,0.1,0.25,0.02,2.62,0.43
Srinagar,Jammu&Kashmir,1755512,888,2,7,"Bags, Wallets & Belts",33.54,11.86,17.33,1.95,16.32036303,15.56728239,1.652425664,5.8,0.32,7.14,1.34,1.03,6.82,0.13,0.25,0.06,1.22,5.34,4.11
Srinagar,Jammu&Kashmir,1755512,888,2,7,Home Decor,86.81,23.2,43.33,2.65,42.24093961,40.29178972,4.276866425,15.99,22.15,5.2,0.95,31.98,4.11,1.49,0.33,1.46,1,0.49,1.66
Srinagar,Jammu&Kashmir,1755512,888,2,7,Watches,315.67,46.49,196,210.77,153.6034168,146.515599,15.55224155,1.68,97.41,78.91,45.78,24.31,4.6,5.14,4.19,2.27,3.95,44.6,2.82
Srinagar,Jammu&Kashmir,1755512,888,2,7,Clothing and Accessories,471.53,51.27,259.33,226.51,229.4451038,218.857676,23.23116081,39.07,57.76,37.97,60.58,34.7,96.19,3.31,5.64,13.01,1.27,117.73,4.3
Srinagar,Jammu&Kashmir,1755512,888,2,7,Health & Personal Care Appliances,1164.04,55.92,664.67,585.14,566.4125993,540.2762712,57.3488907,19.49,13.37,106.86,343.51,93.55,22.5,17.83,20.31,17.33,1.87,362.6,144.81
Srinagar,Jammu&Kashmir,1755512,888,2,7,Toys and Games,268.32,45.2,142,68.89,130.5629042,124.5382591,13.21940531,4.74,28.34,6.53,58.57,29.16,36.3,5.19,2.56,3.08,2.39,7.99,83.47
Bhilwara,Rajasthan,3394397,915,2,6,Home Decor,731.95,55.05,288,107.3,323.567925,214.4166658,193.9645151,27.97,59.52,53.12,164.82,97.71,7.92,25.07,71.1,6.11,91.69,11.74,115.18
Bhilwara,Rajasthan,3394397,915,2,6,Computers,1587.77,62.27,710,463.47,701.8934989,465.1192289,420.7537942,116.34,38.53,45.72,43.94,505.77,106.46,64.85,89.44,57.14,209.33,208.76,101.49
Bhilwara,Rajasthan,3394397,915,2,6,Festive Decor & Gifting,41.29,10.42,19,2.4,18.25254962,12.0952991,10.94158803,0.65,8.32,0.48,8.83,3.1,5.85,1.86,2.06,2.05,4.97,2.72,0.41
Bhilwara,Rajasthan,3394397,915,2,6,Pet Supplies,180.17,40.78,94,70.53,79.64748924,52.77948697,47.7451114,3.61,6.74,22.11,37.4,6.58,13.56,1.28,25.76,11.08,9.61,15.82,26.61
Bhilwara,Rajasthan,3394397,915,2,6,Home & Kitchen,67.56,25.36,26,13.49,29.86780846,19.79230761,17.90441678,12.27,3.73,13.11,1.31,5.15,10.3,4.74,0.41,6.59,6.17,1.08,2.72
Bhilwara,Rajasthan,3394397,915,2,6,Jewellery,1009.71,56.13,355,188.73,446.3578043,295.7850416,267.5715618,1.66,132.5,46.62,163.62,193.42,42.7,0.72,111.93,97.09,57.83,58.73,102.88
Bhilwara,Rajasthan,3394397,915,2,6,Home Cleaning & Bathroom Accessories,3445.79,70,1211,140.13,1523.258232,1009.407688,913.1252556,675.58,16.34,151.16,774.68,73.9,523.52,633.86,20.89,173.13,85.25,277.69,39.8
Bhilwara,Rajasthan,3394397,915,2,6,Baby Care,578.05,55.57,289,152.03,255.5356946,169.3341874,153.1822324,10.07,79.53,2.26,44.18,77.66,131.44,7.47,3.95,5.92,135.84,73.21,6.53
Bhilwara,Rajasthan,3394397,915,2,6,Audio & Video,5724.22,64.62,1875,95.78,2530.467106,1676.848284,1516.901977,907.13,162.61,736.66,1062.55,82.33,648.93,222.15,101.19,499.73,693.84,95.86,511.25
Bhilwara,Rajasthan,3394397,915,2,6,Sports,56.3,23.19,27,1.73,24.88984039,16.49358968,14.92034731,6.76,5.12,4.4,7.35,4.22,8.92,4.44,2.04,5.42,3.02,0.6,4.01
Bhilwara,Rajasthan,3394397,915,2,6,Toys and Games,52.55,20.3,21,1.61,23.23051769,15.39401703,13.92565749,9.14,1.96,7.74,2.91,0.64,11.93,2.62,0.57,5.53,5.2,2.96,1.34
Bhilwara,Rajasthan,3394397,915,2,6,Musical Instruments,953.41,53.56,459,99.36,421.4679639,279.2914519,252.6512145,70.86,124.78,18.32,152.45,227.34,23.36,20.37,18.64,53.49,160.14,49.19,34.46
Bhilwara,Rajasthan,3394397,915,2,6,Mobiles & Accessories,829.54,58.84,408,212.31,366.710315,243.0055546,219.8264504,128.46,61.54,61.33,146.27,74.17,84.94,76.33,91.14,32.63,19.73,2.65,50.35
Bhilwara,Rajasthan,3394397,915,2,6,Clothing and Accessories,1411.35,58.43,612,187.24,623.9053324,413.4393146,374.0033727,41.23,176.68,217.77,70.68,318.14,17.32,53.3,134.46,160.08,26.16,184.36,11.17
Bhilwara,Rajasthan,3394397,915,2,6,Exercise & Fitness,97.59,30.16,34,32.3,43.14239,28.58888878,25.86193534,4.75,6.92,6.31,2.93,13.17,20.73,7.15,10.01,7.54,1.15,10.11,6.8
Bhilwara,Rajasthan,3394397,915,2,6,Food Products,1659.08,59.63,468,684.01,733.4206301,486.0111092,439.6529008,62.3,161.87,312.59,121.88,20.6,278.35,64.63,244.89,44.11,86.02,239.27,22.58
Bhilwara,Rajasthan,3394397,915,2,6,Books,210.2,37.46,62,52.55,92.92207078,61.57606814,55.70262997,13.07,42.85,1.8,59.14,16.66,15.33,10.51,33.2,0.22,11.77,4.45,1.2
Bhilwara,Rajasthan,3394397,915,2,6,Furniture,198.94,34.23,76,33.82,87.9441027,58.2773502,52.71856051,9.04,18.93,17.42,8.97,19.85,41.7,1.94,14.36,11.45,24.97,22.63,7.68
Bhilwara,Rajasthan,3394397,915,2,6,Home Improvement,337.82,47.14,102,78.48,149.3390423,98.96153807,89.52208388,20.74,27.77,9.05,22.85,22.39,95.05,0.34,51.26,26.03,11.89,14.51,35.93
Bhilwara,Rajasthan,3394397,915,2,6,Automotive Accessories,225.22,39.78,82,1.72,99.55936155,65.97435872,59.68138926,0.81,36.18,8.57,19.26,10.93,60.8,24.33,25.58,5.23,4.54,2.17,26.82
Bhilwara,Rajasthan,3394397,915,2,6,Building Materials and Supplies,11.26,0,5,1.65,4.977968077,3.298717936,2.984069463,0.55,0.18,0.16,0.3,2.6,1.92,0.12,0.57,0.94,1.35,1.77,0.79
Bhilwara,Rajasthan,3394397,915,2,6,Home Lighting,683.15,57.98,353,165.01,301.99673,200.1222214,181.0335474,1.35,76.92,8.68,29.76,192.4,71.15,13.83,36.38,32.48,98.35,91.71,30.15
Bhilwara,Rajasthan,3394397,915,2,6,Watches,728.2,53.54,356,113.7,321.9086023,213.3170932,192.9698253,23.62,29.25,17.88,46.79,252.2,5.04,109.6,41.6,8.14,33.62,90.23,70.23
Bhilwara,Rajasthan,3394397,915,2,6,Wearable Smart Devices,78.83,28.75,35,34.98,34.84577654,23.09102555,20.88848624,1.65,3.08,21.1,4.06,2.26,7.42,2.93,6.76,2.97,8.22,13.63,4.73
Bhilwara,Rajasthan,3394397,915,2,6,"Kitchen, Cookware & Serveware",56.3,17.81,25,0.75,24.88984039,16.49358968,14.92034731,2.26,4.74,6.08,6.19,9.56,3.06,1.02,2.92,0.82,10.16,3.62,5.88
Bhilwara,Rajasthan,3394397,915,2,6,Cameras & Accessories,86.33,29.87,25,16.42,38.16442193,25.29017084,22.87786588,6.8,2.31,12.33,2.61,20.74,2.48,0.43,12.13,9.58,0.74,8.75,7.44
Bhilwara,Rajasthan,3394397,915,2,6,Pens & Stationery,90.09,21.55,38,0.17,39.82374462,26.38974349,23.8725557,5.88,15.64,1.27,0.75,4.35,33.46,0.16,1.15,11,11.56,4.21,0.67
Bhilwara,Rajasthan,3394397,915,2,6,Home Furnishing,243.98,36.36,114,2.89,107.855975,71.47222194,64.65483836,32.42,9.36,68.89,9.38,22,7.59,0.24,20.75,38.76,4.9,27.25,2.45
Bhilwara,Rajasthan,3394397,915,2,6,Kids Accessories,37.54,9.64,19,0.85,16.59322692,10.99572645,9.946898209,2.28,2.4,1.84,7.36,2.75,4.64,2.95,1.21,4.25,1.54,5.2,1.12
Bhilwara,Rajasthan,3394397,915,2,6,Health & Personal Care Appliances,63.81,26.28,28,21.41,28.20848577,18.69273497,16.90972696,3.46,0.95,7.89,8.07,1.1,11.15,0.71,12.94,1.76,1.5,10.82,3.47
Bhilwara,Rajasthan,3394397,915,2,6,Footwear,964.67,59.74,357,492.24,426.445932,282.5901698,255.635284,43.9,69.98,219.37,51.1,106.99,48.99,40.4,127.56,6.42,81.26,62.92,105.8
Bhilwara,Rajasthan,3394397,915,2,6,Beauty and Grooming,1272.47,57.85,559,332.72,562.5103928,372.7551267,337.1998493,30.06,247.91,77.28,18.71,215.53,251,204.48,47.77,49.82,35.13,71.35,23.43
Bhilwara,Rajasthan,3394397,915,2,6,Health Care,112.61,24.51,48,26.99,49.77968077,32.98717936,29.84069463,1.68,14.38,31.05,0.22,11.86,6.64,8.89,0.83,19.51,0.61,1.66,15.27
Bhilwara,Rajasthan,3394397,915,2,6,"Bags, Wallets & Belts",2758.89,66.05,1153,497.83,1219.602179,808.1858943,731.0970184,0.03,469.23,379.5,289.17,93.47,457.46,536.74,102.31,13.46,78.59,329.35,9.58
Ghaziabad,UttarPradesh,4142090,832,2,8,Home Cleaning & Bathroom Accessories,400.04,48.18,102.75,46.38,200.9309333,39.39056101,159.7137073,4.38,9.48,69.9,15.9,80.65,34.48,26.88,16,73.37,43.46,9.97,15.55
Ghaziabad,UttarPradesh,4142090,832,2,8,Baby Care,242.33,37.79,88.5,7.64,121.7177769,23.86158984,96.74964959,1.04,10.86,23.02,16.6,48.81,33.29,1.45,25.72,59.93,9.64,4.47,7.49
Ghaziabad,UttarPradesh,4142090,832,2,8,Jewellery,38.46,12.25,9.75,1.94,19.32028205,3.787553943,15.35708724,1.65,0.83,0.33,8.52,8.15,2.32,1.21,2.85,7.79,3.51,0.65,0.66
Ghaziabad,UttarPradesh,4142090,832,2,8,Exercise & Fitness,592.36,55.48,153,121.13,297.5323435,58.32833073,236.4991434,9.47,27.72,5.41,51.52,73.49,167.1,40.48,29.4,88.31,78.31,10.01,11.13
Ghaziabad,UttarPradesh,4142090,832,2,8,Audio & Video,23.08,3.43,5.25,1.63,11.59216923,2.272532366,9.214252342,0.28,0.86,0.83,0.07,0.94,9.75,1.08,0.98,3.12,4.03,0.8,0.33
Ghaziabad,UttarPradesh,4142090,832,2,8,Wearable Smart Devices,2588.69,63.51,862.5,507.51,1300.254982,254.9023804,1033.531971,147.94,11.27,710.63,178.01,138.23,273.38,333.27,293.71,63.8,342.75,16.75,78.93
Ghaziabad,UttarPradesh,4142090,832,2,8,Clothing and Accessories,607.75,50.37,192.75,104.86,305.2604564,59.8433523,242.6419783,0.28,25.32,130.62,165.21,0.94,8.49,21.56,40.57,74.68,105.83,32.66,1.59
Ghaziabad,UttarPradesh,4142090,832,2,8,Books,115.39,29.54,24.75,4.55,57.96084615,11.36266183,46.07126171,8.77,1.09,19.86,16.98,6.32,14.79,0.88,32.46,10.69,2.03,1.37,0.13
Ghaziabad,UttarPradesh,4142090,832,2,8,Pens & Stationery,357.72,42.48,112.5,34.12,179.6786231,35.22425167,142.8209113,0.47,2.9,21.62,28.51,32.4,97.15,44.03,10.43,71.31,17.05,8.26,23.6
Ghaziabad,UttarPradesh,4142090,832,2,8,Automotive Accessories,1311.65,62.17,350.25,23.26,658.8216179,129.1555895,523.6766748,11.57,4.56,157.64,325.76,150.18,25.25,24.04,357.24,120.74,21.65,80.36,32.66
Ghaziabad,UttarPradesh,4142090,832,2,8,Furniture,642.36,56.57,181.5,169.53,322.6487102,63.25215085,256.4633568,12.5,15.86,156.72,51.11,47.15,67.68,22.54,70.63,147.25,16.04,20.82,14.08
Ghaziabad,UttarPradesh,4142090,832,2,8,Food Products,1150.1,55.47,237,291.2,577.6764333,113.2478629,459.1769084,31.2,60.67,121.59,209.24,126.13,120.72,8.25,279.97,83.39,87.57,13.52,7.85
Ghaziabad,UttarPradesh,4142090,832,2,8,"Bags, Wallets & Belts",19.23,8.19,5.25,3.27,9.660141024,1.893776972,7.678543618,0.64,0.85,5.65,1.47,0.61,1.93,4.11,0.94,1.67,0.96,0.16,0.24
Ghaziabad,UttarPradesh,4142090,832,2,8,Home Decor,223.1,44.3,63.75,4.54,112.0576359,21.96781287,89.07110597,8.19,3.91,80.36,8.42,1.57,21.7,41.63,0.47,40.13,6.84,2.81,7.06
Ghaziabad,UttarPradesh,4142090,832,2,8,Computers,457.73,43.73,149.25,9.06,229.9113564,45.07189193,182.7493381,2.24,4.73,14.18,57.89,154.48,3.37,101.37,47.63,23.57,10.17,30.46,7.64
Ghaziabad,UttarPradesh,4142090,832,2,8,Home & Kitchen,96.16,24.3,27,22.12,48.30070512,9.468884858,38.39271809,1.34,0.66,24.47,17.44,4.25,2.14,2.41,5.66,4.99,25.34,0.2,7.27
Ghaziabad,UttarPradesh,4142090,832,2,8,"Kitchen, Cookware & Serveware",34.62,13.85,11.25,5.9,17.38825384,3.408798549,13.82137851,2.43,0.2,0.78,3.23,7.08,6.3,1.07,3.07,4.63,5.05,0.22,0.55
Ghaziabad,UttarPradesh,4142090,832,2,8,Health & Personal Care Appliances,492.35,46.66,162,16.82,247.2996102,48.48069047,196.5707166,3.62,5.26,69.64,10.45,104.76,62.44,9.77,120.85,57.61,8.34,26.7,12.9
Ghaziabad,UttarPradesh,4142090,832,2,8,Health Care,173.09,32.45,54,13.14,86.94126922,17.04399274,69.10689256,7.17,0.21,7.3,12.29,51.97,15.38,32.48,4.61,31.47,0.55,9.11,0.55
Ghaziabad,UttarPradesh,4142090,832,2,8,Footwear,4134.98,64.49,1120.5,37.77,2076.93032,407.1620489,1650.886878,126.09,16.07,96.56,376.37,981.21,622.79,54.75,547.39,94.22,954.52,47.01,218
Ghaziabad,UttarPradesh,4142090,832,2,8,Festive Decor & Gifting,165.4,30.24,57.75,19.89,83.07721281,16.28648196,66.03547512,1.39,8.36,48.76,0.67,28.83,4.82,23.13,8.21,12.72,21.98,3.14,3.4
Ghaziabad,UttarPradesh,4142090,832,2,8,Beauty and Grooming,1096.25,55.83,352.5,240.45,550.6280384,107.9452874,437.6769862,19.27,9.34,181.54,8.39,183.7,176.99,199.85,41.2,37.68,158.95,13.88,65.46
Ghaziabad,UttarPradesh,4142090,832,2,8,Cameras & Accessories,253.87,46.14,54,7.58,127.5138615,24.99785603,101.3567758,12.2,3.05,61.85,21.5,39.32,4.84,15.7,46.56,5.21,33.88,5.38,4.37
Ghaziabad,UttarPradesh,4142090,832,2,8,Home Improvement,15.39,1.31,3,0.76,7.728112819,1.515021577,6.142834894,0.01,0.54,0.13,3.92,0.18,3.5,0.01,0.44,4.59,1.1,0.57,0.4
Ghaziabad,UttarPradesh,4142090,832,2,8,Watches,1688.61,65.02,605.25,344.55,848.1603819,166.2736181,674.1761297,75.18,87.7,102.3,243.33,332.51,170.02,2.41,278.12,24.13,369.51,0.64,2.76
Ghaziabad,UttarPradesh,4142090,832,2,8,Sports,850.07,60.22,304.5,69.02,426.9782333,83.70494215,339.3916279,28.13,36.82,214.76,20.31,85.66,106.26,192.22,40.41,85.19,21.57,5.52,13.24
Ghaziabad,UttarPradesh,4142090,832,2,8,Musical Instruments,1242.42,63.63,438,193.98,624.0451102,122.3379924,496.0339177,13.6,92.89,56.86,138.64,185.62,242.93,245.24,21.34,202.84,26.61,11.43,4.42
Ghaziabad,UttarPradesh,4142090,832,2,8,Building Materials and Supplies,3765.72,68.93,1328.25,665.15,1891.455613,370.801531,1503.45884,90.56,60.11,297.77,253.26,987.94,352.49,721.66,182.87,241.4,357.53,185.42,34.72
Ghaziabad,UttarPradesh,4142090,832,2,8,Home Furnishing,434.65,43.91,148.5,21.64,218.3191871,42.79935956,173.5350858,0.51,0.39,113.93,6.52,57.14,40.73,29.39,69.98,13.98,60.19,33.04,8.86
Ghaziabad,UttarPradesh,4142090,832,2,8,Home Lighting,76.93,23.11,28.5,9.61,38.6405641,7.575107887,30.71417447,0.6,3.54,11.08,2.33,24.62,0.61,23.33,2.02,0.76,4.6,1.24,2.19
Ghaziabad,UttarPradesh,4142090,832,2,8,Pet Supplies,453.89,50.43,173.25,16.47,227.9793282,44.69313653,181.2136294,30.94,6.3,100.37,26.97,77.59,23.05,134.64,34.32,9.57,2.69,7.39,0.07
Ghaziabad,UttarPradesh,4142090,832,2,8,Kids Accessories,50,13.92,18.75,3.67,25.11636666,4.923820126,19.96421341,1.07,0.44,3.98,9.76,9.04,2.33,4.27,1.63,12.68,1.39,0.95,2.46
Ghaziabad,UttarPradesh,4142090,832,2,8,Toys and Games,157.71,33.45,48,4.76,79.2131564,15.52897117,62.96405767,2.05,1.17,36.98,5.83,5.12,31.29,12.59,20.1,0.68,29.6,11.59,0.71
Ghaziabad,UttarPradesh,4142090,832,2,8,Mobiles & Accessories,53.85,22.24,18.75,9.84,27.04839487,5.302575521,21.49992213,1.99,0.97,5.5,1.4,6.01,14.14,2.85,6.14,8.64,3.87,0.55,1.78
Patna,Bihar,1132383,882,2,7,Food Products,3623.18,63.86,699,1495.74,1461.011652,1554.893156,607.2789301,512.9,134.19,233.43,558.11,186.2,483.27,130.63,218.55,227.62,30.48,497.44,410.37
Patna,Bihar,1132383,882,2,7,Watches,112.62,27.2,37.5,32.96,45.41431217,48.33253934,18.87675219,24.4,4.41,5.08,6.04,9.08,25.22,1.37,6.66,6.55,4.3,13.39,6.14
