Product Name,Weight (quintal),Length (meters),Width (meters),Height (meters),Volume (cubic meters)
Product_4837,3.476,0.966,1.985,1.229,2.355
Product_4839,2.135,2.184,1.72,0.944,3.545
Product_4840,3.703,1.426,0.53,2.177,1.645
Product_4843,4.381,1.986,1.915,1.431,5.443
Product_4844,1.442,0.898,2.316,0.625,1.3
Product_4846,2.019,2.075,1.098,1.044,2.377
Product_4849,1.39,2.045,1.358,2.302,6.393
Product_4850,2.268,1.359,1.027,2.27,3.168
Product_4851,3.137,1.825,1.005,1.177,2.157
Product_4852,3.709,2.471,2.0,1.865,9.218
Product_4855,3.738,2.125,2.374,1.885,9.508
Product_4857,4.368,1.881,0.63,2.445,2.899
Product_4859,1.872,0.901,2.07,2.158,4.024
Product_4861,2.798,1.985,1.806,0.634,2.274
Product_4862,1.603,2.055,2.111,0.758,3.29
Product_4866,1.863,2.205,0.917,1.419,2.869
Product_4868,3.261,0.766,1.162,1.434,1.277
Product_4875,1.745,0.673,1.893,1.591,2.027
Product_4878,4.381,0.843,1.017,0.758,0.65
Product_4879,2.891,1.707,0.726,1.851,2.295
Product_4880,3.347,1.231,2.145,1.369,3.615
Product_4885,3.836,1.605,1.753,2.366,6.656
Product_4887,3.619,2.079,1.941,0.783,3.162
Product_4888,2.887,1.213,0.627,0.995,0.756
Product_4891,0.63,1.031,1.582,2.379,3.88
Product_4893,4.405,2.3,1.893,0.594,2.589
Product_4895,1.634,1.016,1.572,1.326,2.117
Product_4897,1.502,1.649,2.05,0.768,2.595
Product_4900,2.153,2.274,0.83,1.136,2.144
Product_4902,1.008,0.568,1.92,0.682,0.744
Product_4903,2.281,1.919,0.909,2.448,4.267
Product_4904,2.817,0.673,2.357,0.674,1.07
Product_4905,2.489,1.642,1.086,1.212,2.162
Product_4907,4.351,1.301,2.123,1.672,4.618
Product_4909,3.998,0.821,1.753,1.156,1.663
Product_4912,1.077,1.517,1.034,0.699,1.096
Product_4913,4.981,0.813,1.006,1.498,1.225
Product_4914,2.259,1.105,2.449,1.645,4.453
Product_4917,2.537,1.671,1.454,1.118,2.714
Product_4919,2.534,1.954,0.914,1.923,3.436
Product_4921,1.448,0.945,1.199,1.003,1.136
Product_4924,3.934,1.554,1.848,2.143,6.155
Product_4927,2.927,1.425,2.24,1.289,4.115
Product_4928,4.276,1.102,1.223,1.663,2.242
Product_4930,3.603,0.929,2.203,2.462,5.041
Product_4931,3.806,0.73,1.034,1.773,1.338
Product_4932,2.854,0.792,1.331,0.524,0.552
Product_4933,4.993,2.099,1.538,0.961,3.104
Product_4936,1.036,0.813,1.376,2.405,2.692
Product_4941,4.243,0.633,0.703,0.947,0.422
Product_4943,1.678,1.649,0.702,0.731,0.846
Product_4945,4.587,1.738,1.163,1.606,3.246
Product_4946,3.099,1.885,1.751,1.013,3.342
Product_4948,0.56,1.79,0.67,1.735,2.081
Product_4949,0.502,1.945,0.928,1.666,3.007
Product_4950,0.536,1.792,1.331,0.518,1.235
Product_4952,4.091,1.053,2.392,1.806,4.548
Product_4955,2.903,2.443,0.869,0.552,1.172
Product_4956,0.904,0.525,2.2,2.242,2.591
Product_4961,3.345,1.468,1.997,2.452,7.185
Product_4962,4.071,1.404,1.084,1.49,2.268
Product_4963,2.201,1.588,1.271,1.046,2.112
Product_4966,4.294,1.51,2.457,2.157,8.003
Product_4967,4.054,2.069,2.356,0.734,3.581
Product_4973,3.292,1.592,0.813,2.476,3.204
Product_4975,1.539,2.269,0.953,2.121,4.585
Product_4976,2.217,0.985,0.623,1.094,0.671
Product_4979,1.73,2.497,1.19,1.558,4.627
Product_4980,2.304,1.325,2.208,0.567,1.658
Product_4981,4.587,0.513,1.04,1.973,1.051
Product_4983,2.225,0.586,2.037,1.616,1.929
Product_4984,1.079,2.159,0.503,2.074,2.25
Product_4986,2.306,0.903,0.857,0.559,0.433
Product_4987,3.467,0.651,2.371,0.563,0.869
Product_4988,0.622,1.466,0.924,0.761,1.03
Product_4989,3.183,1.471,2.385,1.027,3.601
Product_4990,3.881,2.0,1.012,2.099,4.249
Product_4994,2.177,1.235,1.394,0.729,1.255
Product_4995,4.692,0.838,2.242,1.488,2.797
Product_5002,2.089,0.533,1.504,0.568,0.456
Product_5003,3.555,1.688,0.891,0.662,0.995
Product_5009,4.186,2.465,0.977,1.313,3.161
Product_5012,0.677,0.704,1.026,2.036,1.47
Product_5013,3.683,0.514,2.192,0.94,1.058
Product_5018,0.713,1.358,1.792,1.157,2.814
Product_5020,2.476,1.471,1.112,0.985,1.611
Product_5022,4.451,1.845,2.134,1.546,6.087
Product_5023,2.048,2.16,2.301,1.125,5.591
Product_5025,4.088,0.972,1.643,0.744,1.187
Product_5028,0.667,2.444,1.761,1.987,8.554
Product_5029,1.925,1.925,2.319,1.273,5.683
Product_5030,2.817,1.06,1.306,0.93,1.287
Product_5034,3.775,1.25,2.477,2.174,6.731
Product_5035,0.842,1.396,0.734,2.485,2.547
Product_5037,3.929,2.021,2.377,1.432,6.881
Product_5038,0.697,0.781,2.247,2.078,3.647
Product_5041,3.962,2.284,1.608,1.974,7.251
Product_5043,0.937,1.33,0.868,1.095,1.265
Product_5044,3.221,1.674,1.898,1.032,3.28
Product_5048,1.391,0.827,1.106,0.957,0.875
Product_5049,1.099,0.985,1.634,1.401,2.256
Product_5051,0.963,0.81,0.946,2.051,1.572
Product_5054,1.731,0.625,1.458,1.953,1.779
Product_5055,2.255,0.751,1.055,0.735,0.582
Product_5056,4.816,1.348,1.103,1.128,1.677
Product_5058,0.677,2.479,1.631,0.766,3.097
Product_5059,3.474,0.979,0.825,1.483,1.198
Product_5060,1.859,1.857,1.383,2.465,6.334
Product_5062,4.683,0.8,2.473,1.309,2.59
Product_5063,0.555,0.69,1.138,1.722,1.352
Product_5068,3.397,1.166,2.451,2.169,6.2
Product_5069,1.186,2.226,1.468,2.287,7.475
Product_5070,1.162,1.578,1.77,0.659,1.84
Product_5071,0.899,1.784,2.381,2.026,8.608
Product_5074,1.19,1.511,2.312,0.814,2.844
Product_5075,4.511,0.543,1.061,1.468,0.846
Product_5076,1.089,1.877,1.16,1.565,3.409
Product_5079,2.377,1.341,2.391,2.435,7.806
Product_5080,3.227,2.412,2.464,0.665,3.953
Product_5081,3.523,1.793,1.065,1.547,2.952
Product_5085,4.773,1.019,2.341,2.453,5.855
Product_5087,3.034,0.596,0.641,1.866,0.713
Product_5089,2.927,0.501,1.149,1.638,0.942
Product_5092,1.779,0.749,1.337,2.39,2.393
Product_5093,1.203,0.894,0.74,2.479,1.641
Product_5095,1.199,0.597,1.876,0.792,0.887
Product_5098,3.324,2.195,0.738,0.666,1.079
Product_5099,4.416,0.888,1.73,1.604,2.463
Product_5100,3.128,1.523,2.313,2.405,8.475
Product_5101,3.593,1.401,2.024,1.96,5.558
Product_5103,1.765,1.892,1.782,0.839,2.828
Product_5106,1.482,1.294,2.338,2.396,7.246
Product_5109,2.44,1.668,1.062,2.33,4.126
Product_5110,1.242,1.197,1.088,1.456,1.896
Product_5115,3.862,1.948,0.58,2.207,2.493
Product_5117,4.755,1.181,2.14,2.481,6.268
Product_5119,0.813,0.783,1.257,2.156,2.123
Product_5120,1.615,0.775,1.216,1.615,1.521
Product_5124,1.421,0.763,1.048,1.643,1.314
Product_5125,3.483,1.146,0.754,2.29,1.979
Product_5126,0.941,1.53,2.114,2.294,7.42
Product_5128,4.099,1.476,1.368,1.32,2.665
Product_5130,3.408,1.383,1.41,2.173,4.235
Product_5131,0.574,1.609,2.402,0.671,2.592
Product_5133,4.775,1.945,1.124,2.22,4.852
Product_5134,3.904,0.994,2.446,1.936,4.708
Product_5135,0.951,1.823,0.535,1.228,1.197
Product_5136,1.636,0.986,1.243,1.788,2.19
Product_5137,2.526,1.899,1.336,1.158,2.939
Product_5139,3.257,0.989,1.237,2.019,2.472
Product_5140,4.831,1.245,1.731,1.173,2.529
Product_5141,4.398,1.025,1.495,0.67,1.028
Product_5142,4.551,0.775,2.459,1.645,3.135
Product_5143,3.222,0.839,1.028,0.84,0.726
Product_5144,0.803,2.427,0.608,1.973,2.91
Product_5145,3.641,1.482,2.278,1.846,6.23
Product_5147,0.626,2.316,2.159,2.377,11.883
Product_5152,1.193,1.506,1.771,1.344,3.583
Product_5154,1.243,1.76,1.58,1.224,3.405
Product_5156,3.922,1.913,1.547,2.36,6.98
Product_5158,2.39,1.119,2.058,1.788,4.117
Product_5159,2.793,0.766,1.102,0.723,0.61
Product_5166,1.133,1.372,2.333,2.497,7.992
Product_5169,1.682,2.321,1.067,1.994,4.937
Product_5175,4.089,1.279,2.165,0.694,1.921
Product_5176,3.054,1.847,0.846,0.608,0.951
Product_5177,4.463,1.683,0.65,1.682,1.841
Product_5178,3.267,2.018,1.092,1.086,2.394
Product_5179,1.914,1.852,2.024,0.952,3.57
Product_5180,1.681,2.412,2.346,0.604,3.419
Product_5186,2.737,0.673,1.292,1.451,1.261
Product_5192,3.94,1.943,0.993,0.818,1.579
Product_5193,1.167,2.05,1.95,1.2,4.798
Product_5195,0.534,1.145,0.798,2.282,2.085
Product_5196,1.416,1.743,1.159,2.473,4.996
Product_5197,3.47,2.489,2.038,2.082,10.559
Product_5198,2.504,0.631,1.873,2.456,2.902
Product_5199,0.619,1.145,0.715,0.785,0.643
Product_5201,3.322,2.156,1.368,0.589,1.735
Product_5203,1.434,1.831,0.679,2.272,2.824
Product_5205,3.552,1.143,0.603,1.567,1.08
Product_5206,0.744,1.536,0.77,1.399,1.656
Product_5207,4.007,1.271,1.786,1.629,3.699
Product_5208,3.88,1.927,1.832,1.109,3.915
Product_5210,2.921,1.498,1.615,1.048,2.537
Product_5214,3.432,0.971,2.243,0.679,1.479
Product_5215,1.49,1.095,1.46,1.965,3.142
Product_5220,1.779,1.677,1.753,0.653,1.918
Product_5221,0.99,1.118,0.656,1.956,1.434
Product_5222,1.776,1.502,1.921,2.226,6.425
Product_5223,2.315,1.401,2.352,0.559,1.843
Product_5224,1.218,2.404,1.616,1.283,4.985
Product_5226,2.492,1.406,2.242,2.409,7.593
Product_5228,3.395,1.726,1.529,1.266,3.338
Product_5229,1.519,1.327,0.698,2.363,2.189
Product_5231,1.945,1.608,1.091,0.721,1.265
Product_5232,2.384,2.049,0.568,1.825,2.124
Product_5233,1.545,1.136,1.102,0.999,1.251
Product_5234,1.264,1.72,0.724,2.276,2.834
Product_5239,3.301,2.345,1.059,0.674,1.674
Product_5240,3.742,1.465,1.816,1.484,3.945
Product_5241,4.372,1.208,1.28,0.669,1.034
Product_5243,3.924,1.355,2.171,1.899,5.587
Product_5245,4.825,0.932,1.732,0.717,1.157
Product_5246,2.872,0.644,1.192,1.917,1.471
Product_5247,1.774,2.19,1.112,0.958,2.333
Product_5249,1.924,2.185,1.993,1.705,7.425
Product_5251,4.035,1.629,2.032,2.104,6.964
Product_5253,3.883,0.691,2.05,1.765,2.501
Product_5256,4.325,1.953,1.3,2.392,6.077
Product_5257,1.138,0.866,2.065,2.066,3.693
Product_5260,1.363,1.348,1.728,1.077,2.508
Product_5264,4.5,0.873,1.085,1.891,1.79
Product_5266,3.944,2.397,1.569,2.454,9.226
Product_5271,4.365,2.387,1.198,2.406,6.877
Product_5273,4.502,1.448,2.28,1.581,5.22
Product_5275,4.184,1.875,0.512,2.13,2.046
Product_5276,4.798,1.897,0.822,1.107,1.725
Product_5277,1.017,0.63,1.5,1.667,1.574
Product_5278,1.779,0.671,0.898,1.429,0.861
Product_5282,3.412,0.702,2.118,1.871,2.782
Product_5286,3.988,2.47,2.421,0.809,4.838
Product_5291,3.053,2.231,0.762,1.011,1.719
Product_5293,1.91,1.689,0.916,2.295,3.55
Product_5296,2.123,0.601,1.623,1.013,0.989
Product_5297,3.895,0.809,1.3,0.879,0.924
Product_5298,4.13,0.957,0.554,2.036,1.079
Product_5299,3.145,2.048,2.487,1.242,6.325
Product_5300,3.094,1.076,2.148,1.193,2.756
Product_5304,3.404,1.288,2.283,1.401,4.12
Product_5306,0.604,1.529,2.458,0.79,2.97
Product_5307,2.213,1.091,1.208,1.723,2.271
Product_5309,4.008,2.44,0.871,1.419,3.014
Product_5313,4.306,0.882,2.102,1.799,3.337
Product_5314,2.016,1.213,0.58,0.866,0.609
Product_5318,4.34,1.383,1.232,2.125,3.622
Product_5320,4.601,1.901,1.559,2.416,7.163
Product_5321,2.833,1.464,2.494,2.352,8.59
Product_5326,3.856,0.883,1.6,1.764,2.492
Product_5327,1.688,0.666,2.221,2.153,3.183
Product_5329,2.614,1.556,1.093,0.963,1.639
Product_5330,2.778,0.896,0.654,0.802,0.47
Product_5333,2.021,1.612,1.784,2.232,6.419
Product_5335,2.792,1.694,2.081,1.0,3.526
Product_5343,3.784,1.913,1.102,0.787,1.659
Product_5344,3.802,0.72,1.309,1.595,1.503
Product_5346,1.724,1.002,2.273,0.843,1.919
Product_5349,3.586,1.855,0.797,0.541,0.8
Product_5352,0.874,2.252,1.973,1.883,8.367
Product_5353,3.261,0.763,2.187,1.982,3.305
Product_5354,1.362,1.55,1.121,1.867,3.243
Product_5355,4.049,1.298,1.734,2.014,4.53
Product_5356,2.905,2.263,1.397,2.035,6.433
Product_5360,3.847,1.798,1.517,1.193,3.255
Product_5361,4.304,1.722,1.543,1.804,4.795
Product_5363,1.193,1.023,2.038,1.838,3.833
Product_5364,4.11,2.456,1.763,2.026,8.771
Product_5365,1.626,1.157,1.482,0.611,1.048
Product_5370,1.377,2.09,1.387,1.897,5.496
Product_5374,2.034,2.461,1.126,2.425,6.719
Product_5375,4.629,1.795,1.788,1.927,6.188
Product_5379,3.267,1.058,0.878,1.204,1.119
Product_5380,2.276,0.933,1.107,0.852,0.88
Product_5386,3.073,1.63,1.667,1.172,3.185
Product_5387,1.797,1.494,2.17,2.314,7.5
Product_5389,3.785,1.076,1.281,2.287,3.153
Product_5390,3.181,2.205,1.554,2.19,7.504
Product_5392,2.797,0.559,2.377,0.967,1.285
Product_5393,1.733,0.772,2.172,0.844,1.416
Product_5397,0.602,2.108,0.717,1.394,2.106
Product_5398,4.71,2.297,2.391,1.994,10.953
Product_5401,3.456,1.469,1.842,1.032,2.79
Product_5403,2.42,1.911,1.906,2.451,8.93
Product_5404,0.528,1.383,2.439,1.082,3.65
Product_5406,2.827,1.142,2.261,0.954,2.462
Product_5407,1.039,0.715,1.024,1.084,0.794
Product_5409,3.134,1.637,2.486,1.017,4.137
Product_5412,1.775,1.664,0.597,1.616,1.606
Product_5413,2.103,2.243,1.041,1.199,2.801
Product_5416,4.736,1.991,2.212,1.305,5.748
Product_5418,3.607,0.699,1.147,1.937,1.554
Product_5420,3.87,1.171,0.656,1.348,1.034
Product_5426,1.461,1.044,0.857,1.347,1.206
Product_5428,3.292,0.529,0.804,1.318,0.561
Product_5429,1.766,2.102,1.579,1.7,5.641
Product_5433,0.677,1.22,1.447,1.217,2.149
Product_5434,1.138,1.36,2.013,0.871,2.383
Product_5439,1.716,1.021,1.14,1.855,2.159
Product_5441,3.411,0.521,1.916,0.951,0.95
Product_5442,1.846,1.446,1.742,1.543,3.884
Product_5444,4.565,1.663,0.824,2.176,2.981
Product_5445,2.092,1.156,1.806,2.368,4.942
Product_5446,0.827,1.146,0.656,1.583,1.19
Product_5447,3.276,1.664,1.158,0.871,1.679
Product_5449,4.553,0.535,1.955,2.018,2.109
Product_5451,1.223,2.1,2.423,0.525,2.672
Product_5452,0.686,0.869,1.492,1.88,2.438
Product_5454,0.512,2.253,2.137,2.099,10.108
Product_5455,3.625,2.099,0.747,0.503,0.789
Product_5456,1.153,2.335,2.154,1.296,6.519
Product_5463,2.262,1.912,1.695,1.739,5.637
Product_5465,3.19,0.916,0.746,1.762,1.204
Product_5470,3.193,1.557,0.618,1.054,1.013
Product_5472,0.694,0.832,1.987,2.029,3.355
Product_5474,2.814,1.522,1.742,1.818,4.82
Product_5477,3.632,1.255,0.565,2.188,1.553
Product_5481,0.971,2.421,1.086,1.761,4.63
Product_5482,0.816,2.469,0.75,1.882,3.486
Product_5484,3.826,1.876,1.49,0.95,2.654
Product_5485,4.45,0.928,0.524,2.227,1.083
Product_5486,1.651,1.085,2.167,2.078,4.884
Product_5488,1.239,1.413,1.498,0.765,1.619
Product_5489,2.889,1.782,1.375,2.366,5.799
Product_5490,4.595,1.999,0.782,2.418,3.782
Product_5491,0.985,2.17,0.67,1.491,2.168
Product_5494,3.644,0.578,1.166,1.603,1.081
Product_5498,4.608,2.334,1.901,0.661,2.932
Product_5501,1.166,1.439,0.54,2.48,1.927
Product_5502,0.986,0.79,1.754,1.341,1.858
Product_5505,3.814,1.781,2.316,0.604,2.494
Product_5506,4.046,1.351,1.179,2.235,3.561
Product_5509,1.377,0.688,2.104,1.341,1.941
Product_5511,3.842,0.737,1.966,1.213,1.76
Product_5515,4.743,0.773,2.022,2.446,3.822
Product_5516,3.692,2.005,1.21,2.325,5.644
Product_5517,1.401,1.167,2.142,1.7,4.248
Product_5519,3.187,1.739,0.695,0.828,1.0
Product_5520,3.108,0.613,1.431,2.302,2.02
Product_5525,4.903,1.247,2.461,2.235,6.861
Product_5530,3.399,0.826,1.658,1.438,1.971
Product_5531,2.461,1.879,1.224,0.676,1.554
Product_5538,4.432,2.384,1.154,1.189,3.271
Product_5539,0.798,1.443,0.548,1.203,0.951
Product_5541,0.551,1.596,2.338,1.958,7.309
Product_5546,1.723,0.891,1.85,1.163,1.917
Product_5547,1.061,1.064,2.289,0.676,1.647
Product_5552,2.527,1.31,2.105,1.887,5.206
Product_5555,4.069,2.105,1.532,1.924,6.207
Product_5556,2.856,0.569,1.161,1.749,1.155
Product_5558,3.815,0.899,2.284,1.703,3.495
Product_5559,3.043,2.47,0.764,0.696,1.313
Product_5560,0.837,2.089,2.44,2.339,11.921
Product_5562,0.95,0.782,2.487,1.716,3.336
Product_5566,1.138,0.588,1.325,0.593,0.462
Product_5569,3.031,2.288,1.408,2.127,6.851
Product_5572,2.978,2.426,2.287,0.83,4.608
Product_5574,0.569,1.463,2.063,1.658,5.004
Product_5575,0.969,2.376,1.591,0.692,2.616
Product_5576,4.316,2.207,1.733,1.256,4.802
Product_5578,4.805,1.753,1.063,2.318,4.317
Product_5579,0.575,2.419,2.434,2.329,13.711
Product_5580,4.856,1.965,1.437,2.484,7.012
Product_5583,2.184,1.304,1.373,0.527,0.944
Product_5586,0.869,1.549,1.346,0.91,1.897
Product_5588,3.331,1.34,2.14,2.38,6.823
Product_5589,3.427,1.481,2.235,1.59,5.26
Product_5590,4.3,2.251,0.767,2.433,4.201
Product_5591,0.73,0.88,2.424,1.562,3.332
Product_5592,3.312,2.014,1.145,2.06,4.751
Product_5593,3.326,0.97,1.323,0.677,0.869
Product_5595,0.948,1.369,1.034,0.823,1.165
Product_5596,1.021,2.151,0.609,1.936,2.537
Product_5598,1.99,1.015,1.453,1.811,2.671
Product_5599,4.107,1.756,1.97,0.839,2.902
Product_5600,2.574,0.858,1.473,1.534,1.939
Product_5601,3.699,2.041,2.205,2.021,9.093
Product_5604,3.894,0.575,1.677,1.225,1.182
Product_5605,4.363,1.747,1.746,1.76,5.367
Product_5606,1.958,0.52,1.698,1.249,1.102
Product_5607,1.932,1.67,1.633,0.738,2.013
Product_5611,3.142,1.169,1.868,1.911,4.173
Product_5612,4.281,1.108,2.127,1.594,3.757
Product_5615,3.445,1.615,2.435,2.083,8.188
Product_5616,1.234,1.511,0.696,1.784,1.877
Product_5617,3.504,1.61,2.499,1.545,6.215
Product_5620,4.275,0.786,0.9,0.666,0.471
Product_5622,3.238,2.252,2.413,1.304,7.087
Product_5623,1.604,1.887,1.552,0.578,1.693
Product_5624,2.774,1.051,1.692,2.115,3.761
Product_5625,4.481,0.525,1.13,2.278,1.351
Product_5627,2.207,1.169,2.424,2.283,6.465
Product_5628,0.708,2.211,0.684,1.954,2.953
Product_5629,2.931,2.017,1.221,1.648,4.058
Product_5631,1.707,2.415,0.968,1.251,2.925
Product_5632,3.327,1.485,1.311,2.253,4.387
Product_5633,3.081,1.254,1.585,2.352,4.678
Product_5634,4.876,2.333,1.604,1.794,6.716
Product_5635,3.241,1.084,2.243,1.378,3.352
Product_5636,3.357,2.375,1.543,1.407,5.155
Product_5642,1.24,0.531,1.373,2.251,1.642
Product_5645,1.11,1.916,2.319,1.79,7.952
Product_5646,4.081,0.653,0.634,2.341,0.97
Product_5647,4.242,1.873,0.788,1.388,2.048
Product_5649,4.687,1.937,2.371,1.158,5.316
Product_5653,3.196,2.397,1.143,1.3,3.562
Product_5654,4.953,1.385,1.739,1.088,2.621
Product_5655,4.952,2.152,0.786,2.387,4.038
Product_5657,3.99,2.328,2.272,2.406,12.724
Product_5659,3.394,1.989,2.222,0.669,2.958
Product_5668,4.301,0.896,0.549,1.811,0.89
Product_5671,1.779,2.124,1.475,0.573,1.794
Product_5674,3.728,1.664,0.701,1.177,1.373
Product_5676,3.274,2.037,2.062,1.322,5.553
Product_5678,2.375,1.228,1.757,2.136,4.609
Product_5679,1.844,0.835,2.053,0.548,0.939
Product_5680,4.719,2.115,0.884,1.567,2.928
Product_5682,3.559,1.863,2.393,0.928,4.137
Product_5683,1.33,2.205,0.845,0.516,0.961
Product_5684,3.792,0.962,1.039,0.995,0.994
Product_5685,2.645,2.016,0.793,2.314,3.696
Product_5687,2.999,1.94,1.39,0.876,2.364
Product_5688,4.203,1.486,2.43,0.919,3.319
Product_5689,2.234,2.479,1.316,1.744,5.692
Product_5694,1.353,1.405,2.217,0.56,1.744
Product_5695,0.996,1.749,2.033,1.207,4.292
Product_5696,1.538,0.927,1.279,2.488,2.949
Product_5697,1.741,1.902,1.588,0.788,2.381
Product_5701,2.639,1.65,2.077,1.313,4.498
Product_5703,0.621,0.894,1.146,1.157,1.186
Product_5704,0.925,1.404,1.661,0.971,2.262
Product_5705,1.378,1.009,1.069,1.161,1.253
Product_5709,1.264,2.253,2.452,0.509,2.809
Product_5712,1.198,1.957,1.18,1.832,4.228
Product_5721,4.382,0.725,1.504,1.838,2.004
Product_5722,3.462,2.229,1.518,1.264,4.277
Product_5723,4.083,2.277,2.079,1.384,6.553
Product_5724,4.675,1.744,0.99,2.474,4.271
Product_5725,3.01,2.04,1.195,1.881,4.585
Product_5727,1.855,1.125,1.469,1.646,2.72
Product_5729,0.584,0.683,2.045,2.17,3.033
Product_5732,1.386,0.888,1.394,1.057,1.308
Product_5734,2.246,1.702,1.135,1.877,3.625
Product_5736,2.584,1.932,1.358,1.987,5.212
Product_5737,3.226,1.474,0.596,2.483,2.179
Product_5739,2.225,0.918,1.273,2.454,2.868
Product_5741,4.954,2.385,1.196,1.825,5.209
Product_5742,3.776,1.328,2.268,0.934,2.813
Product_5743,1.189,1.015,1.147,0.505,0.588
Product_5744,4.317,0.924,0.835,0.599,0.462
Product_5745,2.31,1.102,0.969,2.405,2.567
Product_5748,0.646,2.256,1.738,1.762,6.911
Product_5751,3.85,1.366,1.829,1.257,3.143
Product_5754,4.486,1.632,2.112,1.326,4.571
Product_5755,2.052,2.184,1.147,2.342,5.87
Product_5758,3.147,1.617,1.515,0.967,2.37
Product_5759,3.708,1.843,1.017,1.552,2.906
Product_5760,4.437,2.107,0.579,1.782,2.173
Product_5764,2.019,1.44,2.391,1.253,4.316
Product_5765,4.403,1.251,0.978,2.195,2.686
Product_5768,1.603,1.269,1.917,1.871,4.553
Product_5769,3.653,1.52,0.706,2.143,2.3
Product_5771,4.926,1.106,1.993,1.223,2.696
Product_5772,1.44,0.926,2.429,2.041,4.588
Product_5776,1.467,2.454,1.603,2.392,9.408
Product_5777,3.596,1.67,1.521,1.26,3.202
Product_5780,3.492,0.526,1.343,0.666,0.471
Product_5786,2.186,1.965,2.305,1.258,5.698
Product_5788,3.159,1.461,0.66,2.107,2.032
Product_5791,2.669,1.489,2.167,1.867,6.024
Product_5798,1.002,1.977,1.507,1.801,5.366
Product_5799,3.187,2.308,2.059,1.799,8.552
Product_5800,1.421,1.092,1.952,1.166,2.487
Product_5802,3.501,1.008,0.974,0.656,0.644
Product_5803,1.168,1.969,1.555,1.496,4.582
Product_5808,0.523,0.595,2.251,0.681,0.912
Product_5810,4.342,0.855,1.516,0.596,0.773
Product_5811,1.203,1.918,2.337,1.123,5.035
Product_5813,3.531,0.944,0.68,1.188,0.763
Product_5818,4.077,2.145,2.02,1.101,4.772
Product_5819,4.015,2.245,1.784,2.471,9.892
Product_5821,4.779,1.414,2.011,1.964,5.584
Product_5826,4.063,1.454,0.655,1.388,1.322
Product_5829,1.4,0.951,2.485,2.075,4.905
Product_5830,4.503,1.668,2.061,1.884,6.477
Product_5832,0.683,2.128,0.877,1.659,3.097
Product_5833,0.859,2.321,1.377,0.638,2.038
Product_5834,4.198,1.032,2.451,1.095,2.769
Product_5836,1.529,1.724,0.677,2.06,2.404
Product_5837,4.233,1.027,2.154,0.728,1.611
Product_5839,2.798,1.422,1.747,1.799,4.469
Product_5841,1.135,0.968,0.959,0.955,0.887
Product_5845,0.759,2.42,1.837,1.535,6.823
Product_5849,1.396,1.604,1.669,1.208,3.234
Product_5853,2.037,1.622,0.961,2.217,3.457
Product_5854,4.414,1.158,1.872,0.908,1.968
Product_5855,4.359,1.634,2.427,1.807,7.161
Product_5856,3.074,2.412,2.213,0.646,3.45
Product_5857,2.743,1.344,2.201,1.094,3.234
Product_5859,1.905,0.85,0.941,2.169,1.734
Product_5860,3.802,1.52,2.078,1.506,4.757
Product_5863,2.767,0.854,1.791,2.37,3.627
Product_5865,0.835,2.464,1.451,1.75,6.254
Product_5866,0.742,1.072,0.531,2.342,1.333
Product_5867,2.266,1.18,1.615,2.361,4.5
Product_5868,3.738,1.009,1.989,1.436,2.882
Product_5870,2.45,1.318,1.754,2.25,5.202
Product_5872,2.898,0.639,0.918,0.743,0.436
Product_5877,4.045,1.774,1.77,0.897,2.815
Product_5878,2.417,1.301,1.032,1.832,2.461
Product_5879,2.784,2.439,2.477,1.531,9.249
Product_5884,1.188,0.848,1.381,1.348,1.58
Product_5886,2.269,1.836,0.887,0.508,0.827
Product_5887,3.487,0.709,1.361,1.621,1.565
Product_5891,3.081,1.234,1.496,0.859,1.587
Product_5892,2.984,2.496,1.377,0.812,2.789
Product_5893,4.159,1.602,1.99,1.018,3.247
Product_5894,0.864,1.485,0.527,0.544,0.426
Product_5895,3.46,1.383,1.662,1.78,4.092
Product_5896,4.25,1.25,0.777,1.837,1.784
Product_5904,4.454,0.788,1.936,1.858,2.835
Product_5909,2.233,0.574,2.336,0.511,0.685
Product_5910,3.101,2.074,2.335,0.777,3.765
Product_5915,1.18,1.739,1.157,0.788,1.587
Product_5918,1.618,0.931,0.535,1.805,0.899
Product_5921,3.676,1.678,1.716,0.779,2.243
Product_5922,3.923,2.288,1.418,1.377,4.467
Product_5923,2.413,2.341,1.976,0.921,4.258
Product_5924,2.001,1.136,1.262,2.169,3.109
Product_5925,2.947,1.367,1.992,0.947,2.577
Product_5927,2.609,2.281,2.323,1.931,10.23
Product_5930,2.004,0.772,2.172,0.979,1.641
Product_5931,4.275,1.167,1.744,1.952,3.972
Product_5932,3.125,1.32,1.471,1.582,3.072
Product_5934,4.481,1.462,0.807,1.075,1.269
Product_5938,2.522,2.485,1.02,0.632,1.602
Product_5940,3.534,2.47,0.882,1.415,3.084
Product_5941,4.106,1.118,0.697,2.035,1.586
Product_5942,4.734,1.027,2.426,0.823,2.051
Product_5944,2.37,1.845,2.321,1.605,6.871
Product_5945,0.5,2.02,1.401,0.961,2.72
Product_5946,4.519,1.004,1.527,1.993,3.056
Product_5947,0.503,1.333,2.399,1.643,5.255
Product_5948,1.153,1.432,0.661,1.574,1.49
Product_5952,2.89,1.157,0.672,1.909,1.484
Product_5953,1.708,2.087,2.12,0.829,3.665
Product_5958,1.79,0.776,2.161,1.71,2.869
